user_id,email,name,signup_date,region,subscription_tier
u_00420,user_420@verity.ai,User_420,2023-10-26,APAC,premium
u_00421,user_421@outlook.com,User_421,2023-02-24,APAC,enterprise
u_00422,user_422@yahoo.com,User_422,2023-12-17,EU,basic
u_00423,user_423@outlook.com,User_423,2023-04-08,APAC,free
u_00424,user_424@outlook.com,User_424,2023-03-27,APAC,free
u_00425,user_425@yahoo.com,User_425,2023-08-27,LATAM,free
u_00426,user_426@gmail.com,User_426,2023-04-24,LATAM,premium
u_00427,user_427@verity.ai,User_427,2023-06-14,EU,basic
u_00428,user_428@verity.ai,User_428,2023-07-21,EU,free
u_00429,user_429@verity.ai,User_429,2023-10-18,US,free
u_00430,user_430@verity.ai,User_430,2023-03-31,APAC,premium
u_00431,user_431@verity.ai,User_431,2023-02-02,LATAM,enterprise
u_00432,user_432@yahoo.com,User_432,2023-09-05,LATAM,premium
u_00433,user_433@yahoo.com,User_433,2023-07-19,APAC,basic
u_00434,user_434@verity.ai,User_434,2023-03-06,US,enterprise
u_00435,user_435@gmail.com,User_435,2023-01-18,APAC,enterprise
u_00436,user_436@yahoo.com,User_436,2023-03-01,APAC,premium
u_00437,user_437@verity.ai,User_437,2023-03-08,LATAM,basic
u_00438,user_438@outlook.com,User_438,2023-11-28,APAC,enterprise
u_00439,user_439@outlook.com,User_439,2023-09-05,LATAM,premium
u_00440,user_440@gmail.com,User_440,2023-06-25,APAC,basic
u_00441,user_441@yahoo.com,User_441,2023-10-10,US,enterprise
u_00442,user_442@outlook.com,User_442,2023-06-15,US,basic
u_00443,user_443@gmail.com,User_443,2023-04-05,LATAM,enterprise
u_00444,user_444@outlook.com,User_444,2023-05-05,US,free
u_00445,user_445@gmail.com,User_445,2023-12-16,US,enterprise
u_00446,user_446@verity.ai,User_446,2023-01-30,EU,free
u_00447,user_447@gmail.com,User_447,2023-08-13,LATAM,enterprise
u_00448,user_448@outlook.com,User_448,2023-05-23,LATAM,free
u_00449,user_449@yahoo.com,User_449,2023-01-18,APAC,basic
u_00450,user_450@yahoo.com,User_450,2023-11-04,LATAM,free
u_00451,user_451@outlook.com,User_451,2023-12-18,APAC,premium
u_00452,user_452@verity.ai,User_452,2023-01-29,EU,premium
u_00453,user_453@outlook.com,User_453,2023-12-18,APAC,premium
u_00454,user_454@gmail.com,User_454,2023-06-03,LATAM,free
u_00455,user_455@yahoo.com,User_455,2023-02-25,EU,basic
u_00456,user_456@outlook.com,User_456,2023-07-13,APAC,free
u_00457,user_457@verity.ai,User_457,2023-11-11,LATAM,enterprise
u_00458,user_458@outlook.com,User_458,2023-01-27,US,basic
u_00459,user_459@gmail.com,User_459,2023-11-11,US,enterprise
u_00460,user_460@verity.ai,User_460,2023-03-28,EU,enterprise
u_00461,user_461@yahoo.com,User_461,2023-01-01,EU,basic
u_00462,user_462@outlook.com,User_462,2023-03-09,EU,enterprise
u_00463,user_463@yahoo.com,User_463,2023-02-14,LATAM,free
u_00464,user_464@outlook.com,User_464,2023-02-04,EU,enterprise
u_00465,user_465@yahoo.com,User_465,2023-11-13,APAC,premium
u_00466,user_466@verity.ai,User_466,2023-06-10,EU,basic
u_00467,user_467@outlook.com,User_467,2023-11-18,US,basic
u_00468,user_468@verity.ai,User_468,2023-06-25,US,enterprise
u_00469,user_469@gmail.com,User_469,2023-03-26,APAC,free
u_00470,user_470@gmail.com,User_470,2023-08-27,US,free
u_00471,user_471@gmail.com,User_471,2023-05-06,EU,basic
u_00472,user_472@yahoo.com,User_472,2023-08-05,EU,enterprise
u_00473,user_473@outlook.com,User_473,2023-04-03,US,free
u_00474,user_474@outlook.com,User_474,2023-05-16,LATAM,basic
u_00475,user_475@outlook.com,User_475,2023-04-26,APAC,basic
u_00476,user_476@gmail.com,User_476,2023-12-28,LATAM,enterprise
u_00477,user_477@outlook.com,User_477,2023-03-16,LATAM,enterprise
u_00478,user_478@yahoo.com,User_478,2023-09-06,US,basic
u_00479,user_479@yahoo.com,User_479,2023-04-27,APAC,enterprise
u_00480,user_480@verity.ai,User_480,2023-08-02,LATAM,premium
u_00481,user_481@verity.ai,User_481,2023-02-19,US,free
u_00482,user_482@outlook.com,User_482,2023-10-06,EU,free
u_00483,user_483@outlook.com,User_483,2023-05-26,US,free
u_00484,user_484@gmail.com,User_484,2023-02-17,APAC,free
u_00485,user_485@yahoo.com,User_485,2023-06-06,LATAM,basic
u_00486,user_486@outlook.com,User_486,2023-11-24,APAC,premium
u_00487,user_487@outlook.com,User_487,2023-08-15,US,enterprise
u_00488,user_488@gmail.com,User_488,2023-06-23,US,basic
u_00489,user_489@yahoo.com,User_489,2023-10-17,LATAM,free
u_00490,user_490@gmail.com,User_490,2023-01-15,US,enterprise
u_00491,user_491@gmail.com,User_491,2023-01-02,LATAM,free
u_00492,user_492@outlook.com,User_492,2023-06-27,EU,basic
u_00493,user_493@outlook.com,User_493,2023-01-18,LATAM,basic
u_00494,user_494@gmail.com,User_494,2023-03-01,LATAM,basic
u_00495,user_495@outlook.com,User_495,2023-01-30,EU,basic
u_00496,user_496@outlook.com,User_496,2023-05-25,US,basic
u_00497,user_497@verity.ai,User_497,2023-09-26,US,basic
u_00498,user_498@outlook.com,User_498,2023-12-13,EU,basic
u_00499,user_499@outlook.com,User_499,2023-10-04,APAC,premium
u_00500,user_500@gmail.com,User_500,2023-09-08,US,free
u_00501,user_501@verity.ai,User_501,2023-06-06,EU,free
u_00502,user_502@gmail.com,User_502,2023-12-21,APAC,free
u_00503,user_503@gmail.com,User_503,2023-04-01,LATAM,free
u_00504,user_504@outlook.com,User_504,2023-11-21,US,premium
u_00505,user_505@yahoo.com,User_505,2023-10-06,APAC,enterprise
u_00506,user_506@yahoo.com,User_506,2023-12-12,EU,enterprise
u_00507,user_507@verity.ai,User_507,2023-07-26,APAC,free
u_00508,user_508@outlook.com,User_508,2023-04-17,LATAM,free
u_00509,user_509@verity.ai,User_509,2023-12-18,US,basic
u_00510,user_510@outlook.com,User_510,2023-01-15,APAC,premium
u_00511,user_511@outlook.com,User_511,2023-09-20,EU,free
u_00512,user_512@verity.ai,User_512,2023-12-31,APAC,premium
u_00513,user_513@outlook.com,User_513,2023-01-30,EU,enterprise
u_00514,user_514@verity.ai,User_514,2023-10-18,US,premium
u_00515,user_515@verity.ai,User_515,2023-12-26,APAC,basic
u_00516,user_516@verity.ai,User_516,2023-02-23,EU,basic
u_00517,user_517@gmail.com,User_517,2023-04-01,LATAM,free
u_00518,user_518@outlook.com,User_518,2023-03-19,US,enterprise
u_00519,user_519@outlook.com,User_519,2023-05-05,US,premium
u_00520,user_520@outlook.com,User_520,2023-05-03,APAC,free
u_00521,user_521@gmail.com,User_521,2023-04-13,LATAM,basic
u_00522,user_522@verity.ai,User_522,2023-09-13,EU,enterprise
u_00523,user_523@yahoo.com,User_523,2023-03-20,US,free
u_00524,user_524@outlook.com,User_524,2023-04-30,EU,free
u_00525,user_525@outlook.com,User_525,2023-09-05,APAC,enterprise
u_00526,user_526@verity.ai,User_526,2023-05-28,EU,premium
u_00527,user_527@yahoo.com,User_527,2023-06-16,US,premium
u_00528,user_528@gmail.com,User_528,2023-03-26,EU,basic
u_00529,user_529@yahoo.com,User_529,2023-08-08,LATAM,free
u_00530,user_530@yahoo.com,User_530,2023-06-23,LATAM,enterprise
u_00531,user_531@gmail.com,User_531,2023-03-16,APAC,basic
u_00532,user_532@verity.ai,User_532,2023-07-30,APAC,free
u_00533,user_533@gmail.com,User_533,2023-08-22,US,enterprise
u_00534,user_534@yahoo.com,User_534,2023-12-21,EU,enterprise
u_00535,user_535@gmail.com,User_535,2023-04-27,APAC,premium
u_00536,user_536@yahoo.com,User_536,2023-07-30,LATAM,basic
u_00537,user_537@outlook.com,User_537,2023-08-16,LATAM,basic
u_00538,user_538@gmail.com,User_538,2023-12-11,LATAM,premium
u_00539,user_539@yahoo.com,User_539,2023-12-27,APAC,premium
u_00540,user_540@verity.ai,User_540,2023-08-14,LATAM,enterprise
u_00541,user_541@outlook.com,User_541,2023-09-11,EU,premium
u_00542,user_542@yahoo.com,User_542,2023-07-22,US,basic
u_00543,user_543@yahoo.com,User_543,2023-11-28,APAC,premium
u_00544,user_544@yahoo.com,User_544,2023-10-20,US,enterprise
u_00545,user_545@outlook.com,User_545,2023-12-11,APAC,enterprise
u_00546,user_546@gmail.com,User_546,2023-04-19,APAC,enterprise
u_00547,user_547@outlook.com,User_547,2023-11-15,US,premium
u_00548,user_548@verity.ai,User_548,2023-12-16,US,premium
u_00549,user_549@verity.ai,User_549,2023-12-18,EU,free
u_00550,user_550@outlook.com,User_550,2023-05-27,APAC,premium
u_00551,user_551@verity.ai,User_551,2023-05-05,US,enterprise
u_00552,user_552@gmail.com,User_552,2023-05-31,APAC,premium
u_00553,user_553@outlook.com,User_553,2023-11-10,LATAM,basic
u_00554,user_554@yahoo.com,User_554,2023-03-06,EU,basic
u_00555,user_555@verity.ai,User_555,2023-09-26,LATAM,enterprise
u_00556,user_556@yahoo.com,User_556,2023-05-25,LATAM,premium
u_00557,user_557@verity.ai,User_557,2023-10-10,LATAM,enterprise
u_00558,user_558@verity.ai,User_558,2023-03-05,LATAM,free
u_00559,user_559@gmail.com,User_559,2023-05-10,EU,free
u_00560,user_560@outlook.com,User_560,2023-03-07,US,enterprise
u_00561,user_561@yahoo.com,User_561,2023-01-16,APAC,basic
u_00562,user_562@gmail.com,User_562,2023-12-16,US,basic
u_00563,user_563@gmail.com,User_563,2023-11-05,APAC,enterprise
u_00564,user_564@outlook.com,User_564,2023-10-27,EU,premium
u_00565,user_565@outlook.com,User_565,2023-04-13,APAC,enterprise
u_00566,user_566@gmail.com,User_566,2023-05-17,APAC,free
u_00567,user_567@verity.ai,User_567,2023-09-12,US,enterprise
u_00568,user_568@gmail.com,User_568,2023-08-18,LATAM,basic
u_00569,user_569@yahoo.com,User_569,2023-01-29,US,free
u_00570,user_570@gmail.com,User_570,2023-07-16,LATAM,enterprise
u_00571,user_571@verity.ai,User_571,2023-01-09,EU,premium
u_00572,user_572@verity.ai,User_572,2023-04-28,EU,enterprise
u_00573,user_573@yahoo.com,User_573,2023-03-15,APAC,enterprise
u_00574,user_574@outlook.com,User_574,2023-02-10,LATAM,premium
u_00575,user_575@verity.ai,User_575,2023-01-20,LATAM,premium
u_00576,user_576@verity.ai,User_576,2023-04-17,US,enterprise
u_00577,user_577@gmail.com,User_577,2023-12-26,APAC,premium
u_00578,user_578@outlook.com,User_578,2023-10-19,LATAM,free
u_00579,user_579@yahoo.com,User_579,2023-05-16,US,enterprise
u_00580,user_580@yahoo.com,User_580,2023-02-06,APAC,basic
u_00581,user_581@verity.ai,User_581,2023-08-09,LATAM,enterprise
u_00582,user_582@gmail.com,User_582,2023-12-11,LATAM,free
u_00583,user_583@verity.ai,User_583,2023-08-17,LATAM,basic
u_00584,user_584@gmail.com,User_584,2023-04-02,US,basic
u_00585,user_585@yahoo.com,User_585,2023-03-19,US,premium
u_00586,user_586@outlook.com,User_586,2023-10-09,APAC,basic
u_00587,user_587@outlook.com,User_587,2023-04-04,EU,premium
u_00588,user_588@verity.ai,User_588,2023-05-10,APAC,basic
u_00589,user_589@verity.ai,User_589,2023-09-16,EU,premium
u_00590,user_590@outlook.com,User_590,2023-06-01,LATAM,basic
u_00591,user_591@verity.ai,User_591,2023-11-21,APAC,basic
u_00592,user_592@yahoo.com,User_592,2023-02-10,LATAM,basic
u_00593,user_593@verity.ai,User_593,2023-01-10,US,basic
u_00594,user_594@gmail.com,User_594,2023-04-23,US,basic
u_00595,user_595@outlook.com,User_595,2023-11-04,EU,basic
u_00596,user_596@outlook.com,User_596,2023-11-15,US,free
u_00597,user_597@outlook.com,User_597,2023-12-16,US,free
u_00598,user_598@verity.ai,User_598,2023-05-19,EU,premium
u_00599,user_599@yahoo.com,User_599,2023-07-14,EU,free
u_00600,user_600@yahoo.com,User_600,2023-03-30,EU,enterprise
u_00601,user_601@yahoo.com,User_601,2023-01-11,LATAM,enterprise
u_00602,user_602@gmail.com,User_602,2023-08-29,US,premium
u_00603,user_603@outlook.com,User_603,2023-11-06,US,free
u_00604,user_604@gmail.com,User_604,2023-06-02,APAC,free
u_00605,user_605@verity.ai,User_605,2023-02-25,APAC,premium
u_00606,user_606@outlook.com,User_606,2023-12-03,LATAM,free
u_00607,user_607@yahoo.com,User_607,2023-02-05,LATAM,premium
u_00608,user_608@verity.ai,User_608,2023-11-03,APAC,premium
u_00609,user_609@gmail.com,User_609,2023-04-29,LATAM,free
u_00610,user_610@verity.ai,User_610,2023-04-13,US,free
u_00611,user_611@yahoo.com,User_611,2023-11-10,LATAM,premium
u_00612,user_612@outlook.com,User_612,2023-06-15,EU,enterprise
u_00613,user_613@verity.ai,User_613,2023-12-03,EU,free
u_00614,user_614@gmail.com,User_614,2023-06-02,APAC,basic
u_00615,user_615@outlook.com,User_615,2023-02-16,EU,enterprise
u_00616,user_616@verity.ai,User_616,2023-05-14,EU,free
u_00617,user_617@yahoo.com,User_617,2023-05-04,LATAM,enterprise
u_00618,user_618@verity.ai,User_618,2023-04-02,APAC,basic
u_00619,user_619@gmail.com,User_619,2023-10-10,LATAM,enterprise
u_00620,user_620@yahoo.com,User_620,2023-08-29,EU,enterprise
u_00621,user_621@verity.ai,User_621,2023-11-05,LATAM,enterprise
u_00622,user_622@outlook.com,User_622,2023-07-11,US,enterprise
u_00623,user_623@verity.ai,User_623,2023-06-19,US,basic
u_00624,user_624@verity.ai,User_624,2023-04-16,US,premium
u_00625,user_625@gmail.com,User_625,2023-08-01,APAC,free
u_00626,user_626@gmail.com,User_626,2023-11-09,LATAM,free
u_00627,user_627@verity.ai,User_627,2023-04-01,APAC,enterprise
u_00628,user_628@verity.ai,User_628,2023-08-05,US,free
u_00629,user_629@verity.ai,User_629,2023-05-16,LATAM,basic
u_00630,user_630@gmail.com,User_630,2023-12-08,LATAM,free
u_00631,user_631@outlook.com,User_631,2023-03-20,EU,free
u_00632,user_632@gmail.com,User_632,2023-04-09,EU,free
u_00633,user_633@gmail.com,User_633,2023-11-18,APAC,enterprise
u_00634,user_634@outlook.com,User_634,2023-10-05,APAC,basic
u_00635,user_635@outlook.com,User_635,2023-12-09,EU,enterprise
u_00636,user_636@yahoo.com,User_636,2023-02-20,APAC,free
u_00637,user_637@yahoo.com,User_637,2023-08-04,LATAM,free
u_00638,user_638@verity.ai,User_638,2023-06-12,EU,enterprise
u_00639,user_639@yahoo.com,User_639,2023-07-18,US,basic
u_00640,user_640@yahoo.com,User_640,2023-12-18,US,premium
u_00641,user_641@gmail.com,User_641,2023-10-26,EU,basic
u_00642,user_642@verity.ai,User_642,2023-01-22,LATAM,free
u_00643,user_643@yahoo.com,User_643,2023-07-23,APAC,premium
u_00644,user_644@outlook.com,User_644,2023-06-13,APAC,enterprise
u_00645,user_645@outlook.com,User_645,2023-11-20,APAC,basic
u_00646,user_646@gmail.com,User_646,2023-07-16,LATAM,basic
u_00647,user_647@yahoo.com,User_647,2023-09-08,EU,free
u_00648,user_648@outlook.com,User_648,2023-09-21,APAC,enterprise
u_00649,user_649@gmail.com,User_649,2023-01-11,EU,free
u_00650,user_650@verity.ai,User_650,2023-08-19,APAC,enterprise
u_00651,user_651@yahoo.com,User_651,2023-04-01,EU,premium
u_00652,user_652@yahoo.com,User_652,2023-01-19,APAC,enterprise
u_00653,user_653@gmail.com,User_653,2023-02-23,LATAM,premium
u_00654,user_654@gmail.com,User_654,2023-10-27,EU,enterprise
u_00655,user_655@yahoo.com,User_655,2023-09-20,APAC,enterprise
u_00656,user_656@verity.ai,User_656,2023-03-12,EU,premium
u_00657,user_657@yahoo.com,User_657,2023-08-14,US,premium
u_00658,user_658@outlook.com,User_658,2023-09-10,EU,basic
u_00659,user_659@yahoo.com,User_659,2023-12-10,US,enterprise
u_00660,user_660@gmail.com,User_660,2023-03-16,LATAM,free
u_00661,user_661@yahoo.com,User_661,2023-01-06,LATAM,free
u_00662,user_662@gmail.com,User_662,2023-06-06,APAC,free
u_00663,user_663@verity.ai,User_663,2023-12-02,US,basic
u_00664,user_664@verity.ai,User_664,2023-06-12,LATAM,free
u_00665,user_665@gmail.com,User_665,2023-10-11,EU,free
u_00666,user_666@gmail.com,User_666,2023-08-13,US,free
u_00667,user_667@verity.ai,User_667,2023-01-15,LATAM,free
u_00668,user_668@gmail.com,User_668,2023-06-17,US,enterprise
u_00669,user_669@verity.ai,User_669,2023-08-13,APAC,free
u_00670,user_670@yahoo.com,User_670,2023-10-13,APAC,basic
u_00671,user_671@gmail.com,User_671,2023-07-26,APAC,basic
u_00672,user_672@outlook.com,User_672,2023-08-01,US,enterprise
u_00673,user_673@verity.ai,User_673,2023-08-05,US,free
u_00674,user_674@outlook.com,User_674,2023-04-26,LATAM,enterprise
u_00675,user_675@gmail.com,User_675,2023-11-15,APAC,free
u_00676,user_676@verity.ai,User_676,2023-01-17,US,premium
u_00677,user_677@outlook.com,User_677,2023-06-07,US,premium
u_00678,user_678@gmail.com,User_678,2023-10-26,LATAM,basic
u_00679,user_679@yahoo.com,User_679,2023-07-21,EU,basic
u_00680,user_680@yahoo.com,User_680,2023-07-09,US,premium
u_00681,user_681@yahoo.com,User_681,2023-05-18,APAC,basic
u_00682,user_682@outlook.com,User_682,2023-12-06,US,free
u_00683,user_683@verity.ai,User_683,2023-08-22,EU,enterprise
u_00684,user_684@gmail.com,User_684,2023-12-20,APAC,basic
u_00685,user_685@verity.ai,User_685,2023-06-05,US,enterprise
u_00686,user_686@outlook.com,User_686,2023-01-30,EU,basic
u_00687,user_687@outlook.com,User_687,2023-03-17,APAC,premium
u_00688,user_688@verity.ai,User_688,2023-07-12,APAC,basic
u_00689,user_689@gmail.com,User_689,2023-10-14,APAC,basic
u_00690,user_690@verity.ai,User_690,2023-10-01,APAC,premium
u_00691,user_691@gmail.com,User_691,2023-02-19,APAC,premium
u_00692,user_692@yahoo.com,User_692,2023-01-22,US,free
u_00693,user_693@gmail.com,User_693,2023-10-03,APAC,free
u_00694,user_694@outlook.com,User_694,2023-08-21,EU,free
u_00695,user_695@outlook.com,User_695,2023-12-01,APAC,enterprise
u_00696,user_696@outlook.com,User_696,2023-11-07,LATAM,free
u_00697,user_697@gmail.com,User_697,2023-02-03,US,basic
u_00698,user_698@outlook.com,User_698,2023-01-10,APAC,free
u_00699,user_699@outlook.com,User_699,2023-03-22,APAC,free
u_00700,user_700@verity.ai,User_700,2023-11-02,LATAM,basic
u_00701,user_701@verity.ai,User_701,2023-09-20,EU,basic
u_00702,user_702@verity.ai,User_702,2023-12-10,LATAM,basic
u_00703,user_703@outlook.com,User_703,2023-08-14,EU,enterprise
u_00704,user_704@gmail.com,User_704,2023-10-14,APAC,basic
u_00705,user_705@outlook.com,User_705,2023-05-16,EU,enterprise
u_00706,user_706@verity.ai,User_706,2023-08-22,APAC,premium
u_00707,user_707@outlook.com,User_707,2023-06-24,US,basic
u_00708,user_708@gmail.com,User_708,2023-08-29,US,enterprise
u_00709,user_709@gmail.com,User_709,2023-09-04,EU,enterprise
u_00710,user_710@verity.ai,User_710,2023-11-12,US,premium
u_00711,user_711@gmail.com,User_711,2023-10-21,APAC,basic
u_00712,user_712@gmail.com,User_712,2023-08-14,LATAM,free
u_00713,user_713@outlook.com,User_713,2023-08-13,EU,basic
u_00714,user_714@verity.ai,User_714,2023-02-24,US,premium
u_00715,user_715@yahoo.com,User_715,2023-10-19,LATAM,premium
u_00716,user_716@verity.ai,User_716,2023-08-27,LATAM,enterprise
u_00717,user_717@yahoo.com,User_717,2023-05-16,US,basic
u_00718,user_718@yahoo.com,User_718,2023-08-17,US,basic
u_00719,user_719@yahoo.com,User_719,2023-07-24,APAC,free
u_00720,user_720@verity.ai,User_720,2023-06-18,EU,enterprise
u_00721,user_721@gmail.com,User_721,2023-09-25,US,basic
u_00722,user_722@outlook.com,User_722,2023-10-10,LATAM,basic
u_00723,user_723@verity.ai,User_723,2023-01-31,EU,free
u_00724,user_724@yahoo.com,User_724,2023-09-08,LATAM,premium
u_00725,user_725@outlook.com,User_725,2023-09-21,APAC,free
u_00726,user_726@outlook.com,User_726,2023-04-27,US,basic
u_00727,user_727@outlook.com,User_727,2023-01-04,LATAM,premium
u_00728,user_728@gmail.com,User_728,2023-08-03,EU,free
u_00729,user_729@outlook.com,User_729,2023-11-25,US,enterprise
u_00730,user_730@outlook.com,User_730,2023-08-20,EU,enterprise
u_00731,user_731@yahoo.com,User_731,2023-12-18,EU,premium
u_00732,user_732@yahoo.com,User_732,2023-02-25,US,free
u_00733,user_733@yahoo.com,User_733,2023-02-28,LATAM,basic
u_00734,user_734@yahoo.com,User_734,2023-01-03,US,basic
u_00735,user_735@yahoo.com,User_735,2023-06-25,EU,enterprise
u_00736,user_736@verity.ai,User_736,2023-08-12,APAC,premium
u_00737,user_737@outlook.com,User_737,2023-10-01,LATAM,enterprise
u_00738,user_738@verity.ai,User_738,2023-10-01,LATAM,free
u_00739,user_739@verity.ai,User_739,2023-07-31,US,premium
u_00740,user_740@verity.ai,User_740,2023-07-18,APAC,premium
u_00741,user_741@outlook.com,User_741,2023-03-26,EU,basic
u_00742,user_742@gmail.com,User_742,2023-06-06,EU,free
u_00743,user_743@outlook.com,User_743,2023-11-27,APAC,enterprise
u_00744,user_744@yahoo.com,User_744,2023-11-18,EU,free
u_00745,user_745@yahoo.com,User_745,2023-07-26,EU,basic
u_00746,user_746@verity.ai,User_746,2023-08-30,APAC,free
u_00747,user_747@yahoo.com,User_747,2023-02-27,EU,premium
u_00748,user_748@outlook.com,User_748,2023-10-09,EU,basic
u_00749,user_749@gmail.com,User_749,2023-02-17,EU,premium
u_00750,user_750@outlook.com,User_750,2023-11-07,US,premium
u_00751,user_751@yahoo.com,User_751,2023-07-29,APAC,free
u_00752,user_752@verity.ai,User_752,2023-07-24,US,free
u_00753,user_753@outlook.com,User_753,2023-11-21,US,basic
u_00754,user_754@gmail.com,User_754,2023-03-12,APAC,free
u_00755,user_755@yahoo.com,User_755,2023-07-16,US,enterprise
u_00756,user_756@verity.ai,User_756,2023-02-02,US,enterprise
u_00757,user_757@gmail.com,User_757,2023-05-24,APAC,basic
u_00758,user_758@verity.ai,User_758,2023-08-31,US,enterprise
u_00759,user_759@outlook.com,User_759,2023-08-29,US,basic
u_00760,user_760@yahoo.com,User_760,2023-12-23,EU,free
u_00761,user_761@yahoo.com,User_761,2023-07-21,APAC,premium
u_00762,user_762@yahoo.com,User_762,2023-07-04,US,premium
u_00763,user_763@gmail.com,User_763,2023-01-01,US,basic
u_00764,user_764@outlook.com,User_764,2023-02-01,APAC,free
u_00765,user_765@yahoo.com,User_765,2023-06-28,EU,premium
u_00766,user_766@gmail.com,User_766,2023-12-12,US,free
u_00767,user_767@gmail.com,User_767,2023-12-03,APAC,free
u_00768,user_768@outlook.com,User_768,2023-08-31,APAC,premium
u_00769,user_769@gmail.com,User_769,2023-06-12,APAC,premium
u_00770,user_770@outlook.com,User_770,2023-06-16,LATAM,free
u_00771,user_771@outlook.com,User_771,2023-01-20,US,enterprise
u_00772,user_772@outlook.com,User_772,2023-03-24,EU,premium
u_00773,user_773@verity.ai,User_773,2023-11-10,EU,enterprise
u_00774,user_774@verity.ai,User_774,2023-04-28,US,premium
u_00775,user_775@verity.ai,User_775,2023-05-22,LATAM,basic
u_00776,user_776@yahoo.com,User_776,2023-06-18,US,basic
u_00777,user_777@verity.ai,User_777,2023-09-16,LATAM,basic
u_00778,user_778@outlook.com,User_778,2023-09-15,LATAM,basic
u_00779,user_779@outlook.com,User_779,2023-07-06,APAC,premium
u_00780,user_780@gmail.com,User_780,2023-02-08,US,premium
u_00781,user_781@outlook.com,User_781,2023-09-19,EU,enterprise
u_00782,user_782@verity.ai,User_782,2023-06-06,APAC,enterprise
u_00783,user_783@verity.ai,User_783,2023-12-06,LATAM,premium
u_00784,user_784@gmail.com,User_784,2023-05-25,US,enterprise
u_00785,user_785@yahoo.com,User_785,2023-05-10,APAC,premium
u_00786,user_786@verity.ai,User_786,2023-10-09,EU,basic
u_00787,user_787@verity.ai,User_787,2023-01-29,APAC,premium
u_00788,user_788@outlook.com,User_788,2023-05-10,LATAM,free
u_00789,user_789@yahoo.com,User_789,2023-03-10,LATAM,basic
u_00790,user_790@verity.ai,User_790,2023-01-08,US,premium
u_00791,user_791@verity.ai,User_791,2023-08-06,LATAM,enterprise
u_00792,user_792@gmail.com,User_792,2023-03-28,LATAM,enterprise
u_00793,user_793@verity.ai,User_793,2023-04-04,LATAM,enterprise
u_00794,user_794@verity.ai,User_794,2023-04-02,US,free
u_00795,user_795@yahoo.com,User_795,2023-07-30,US,free
u_00796,user_796@verity.ai,User_796,2023-05-11,EU,basic
u_00797,user_797@outlook.com,User_797,2023-11-09,EU,free
u_00798,user_798@outlook.com,User_798,2023-11-27,EU,enterprise
u_00799,user_799@outlook.com,User_799,2023-11-15,US,basic
u_00800,user_800@yahoo.com,User_800,2023-04-11,LATAM,enterprise
u_00801,user_801@yahoo.com,User_801,2023-02-15,LATAM,enterprise
u_00802,user_802@outlook.com,User_802,2023-01-22,LATAM,enterprise
u_00803,user_803@verity.ai,User_803,2023-01-16,EU,premium
u_00804,user_804@gmail.com,User_804,2023-05-29,LATAM,free
u_00805,user_805@verity.ai,User_805,2023-02-23,APAC,enterprise
u_00806,user_806@outlook.com,User_806,2023-05-31,US,free
u_00807,user_807@outlook.com,User_807,2023-06-20,APAC,enterprise
u_00808,user_808@verity.ai,User_808,2023-06-25,EU,free
u_00809,user_809@yahoo.com,User_809,2023-03-20,APAC,premium
u_00810,user_810@yahoo.com,User_810,2023-09-11,US,basic
u_00811,user_811@gmail.com,User_811,2023-12-16,EU,basic
u_00812,user_812@yahoo.com,User_812,2023-07-02,APAC,enterprise
u_00813,user_813@outlook.com,User_813,2023-06-27,LATAM,premium
u_00814,user_814@verity.ai,User_814,2023-10-23,US,premium
u_00815,user_815@outlook.com,User_815,2023-03-05,LATAM,enterprise
u_00816,user_816@outlook.com,User_816,2023-05-21,EU,premium
u_00817,user_817@outlook.com,User_817,2023-05-14,APAC,enterprise
u_00818,user_818@outlook.com,User_818,2023-08-23,EU,enterprise
u_00819,user_819@gmail.com,User_819,2023-06-04,LATAM,free
u_00820,user_820@verity.ai,User_820,2023-09-01,LATAM,basic
u_00821,user_821@gmail.com,User_821,2023-05-22,EU,premium
u_00822,user_822@yahoo.com,User_822,2023-06-14,APAC,basic
u_00823,user_823@gmail.com,User_823,2023-06-08,LATAM,basic
u_00824,user_824@outlook.com,User_824,2023-11-10,US,basic
u_00825,user_825@verity.ai,User_825,2023-09-16,APAC,basic
u_00826,user_826@verity.ai,User_826,2023-04-07,EU,basic
u_00827,user_827@verity.ai,User_827,2023-11-12,APAC,basic
u_00828,user_828@verity.ai,User_828,2023-08-08,EU,enterprise
u_00829,user_829@gmail.com,User_829,2023-09-23,EU,premium
u_00830,user_830@yahoo.com,User_830,2023-08-05,US,free
u_00831,user_831@gmail.com,User_831,2023-06-20,US,free
u_00832,user_832@gmail.com,User_832,2023-01-28,LATAM,basic
u_00833,user_833@outlook.com,User_833,2023-12-04,LATAM,basic
u_00834,user_834@verity.ai,User_834,2023-12-05,LATAM,basic
u_00835,user_835@yahoo.com,User_835,2023-03-30,US,premium
u_00836,user_836@gmail.com,User_836,2023-02-23,US,basic
u_00837,user_837@yahoo.com,User_837,2023-07-13,US,basic
u_00838,user_838@outlook.com,User_838,2023-06-17,APAC,free
u_00839,user_839@gmail.com,User_839,2023-06-14,EU,free
u_00840,user_840@yahoo.com,User_840,2023-09-06,EU,premium
u_00841,user_841@verity.ai,User_841,2023-10-21,APAC,free
u_00842,user_842@gmail.com,User_842,2023-07-26,US,basic
u_00843,user_843@verity.ai,User_843,2023-04-26,LATAM,free
